Selected,player,player_id,season,lg,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
No Yes,string,string,continuous,ABA NBA,continuous,2TM 3TM 4TM 5TM ANA ATL BAL BLB BOS BRK BUF CAP CAR CHA CHH CHI CHO CHP CHZ CIN CLE DAL DEN DET DLC DNA DNR FLO FTW GSW HOU HSM INA IND INO KCK KCO KEN LAC LAL LAS MEM MIA MIL MIN MLH MMF MMP MMS MMT MNL MNM MNP NJA NJN NOB NOH NOJ NOK NOP NYA NYK NYN OAK OKC ORL PHI PHO PHW POR PTC PTP ROC SAA SAC SAS SDA SDC SDR SDS SEA SFW SSL STL SYR TEX TOR UTA UTS VAN VIR WAS WSA WSB,C PF PG SF SG,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Anthony Morrow,morroan01,2017,NBA,31,2TM,SG,49,7,714,4.9,12.7,0.389,2.1,6.7,0.308,2.9,6.0,0.479,0.470,1.7,1.9,0.919,0.6,1.0,1.6,1.3,1.2,0.1,0.3,2.2,13.7
No,Anthony Morrow,morroan01,2017,NBA,31,OKC,SG,40,7,627,4.9,12.8,0.386,2.0,6.8,0.294,2.9,6.0,0.490,0.464,1.3,1.5,0.885,0.6,1.0,1.7,1.1,1.3,0.1,0.3,2.3,13.2
No,Anthony Morrow,morroan01,2017,NBA,31,CHI,SG,9,0,87,5.0,12.0,0.414,2.5,5.8,0.429,2.5,6.2,0.400,0.517,4.6,4.6,1.000,0.4,0.4,0.8,2.5,0.8,0.0,0.0,1.7,17.0
No,Donatas Motiejūnas,motiedo01,2017,NBA,26,NOP,PF,34,0,479,4.3,10.4,0.413,0.8,3.5,0.234,3.5,6.8,0.505,0.453,1.9,3.7,0.510,2.0,5.6,7.6,2.4,1.4,0.8,2.3,4.1,11.3
No,Timofey Mozgov,mozgoti01,2017,NBA,30,LAL,C,54,52,1104,5.5,10.7,0.515,0.0,0.0,0.000,5.5,10.7,0.517,0.515,2.1,2.5,0.808,3.4,5.2,8.6,1.4,0.5,1.0,2.3,4.3,13.1
No,Emmanuel Mudiay,mudiaem01,2017,NBA,20,DEN,PG,55,41,1406,5.3,14.1,0.377,1.4,4.6,0.315,3.9,9.6,0.408,0.428,3.4,4.3,0.784,0.7,3.8,4.6,5.6,1.0,0.3,3.1,2.4,15.4
No,Shabazz Muhammad,muhamsh01,2017,NBA,24,MIN,SF,78,1,1516,6.8,14.2,0.482,1.2,3.4,0.338,5.7,10.8,0.528,0.523,3.5,4.5,0.774,2.0,3.2,5.2,0.8,0.5,0.1,1.3,2.0,18.3
No,Dejounte Murray,murrade01,2017,NBA,20,SAS,PG,38,8,322,5.6,13.0,0.431,1.0,2.6,0.391,4.6,10.4,0.441,0.470,2.3,3.4,0.700,0.7,4.0,4.7,5.4,0.9,0.7,4.2,3.2,14.5
No,Jamal Murray,murraja01,2017,NBA,19,DEN,SG,82,10,1764,6.0,14.9,0.404,2.3,7.0,0.334,3.7,7.9,0.466,0.483,2.2,2.4,0.883,0.8,3.5,4.4,3.5,1.0,0.5,2.3,2.5,16.6
No,Mike Muscala,muscami01,2017,NBA,25,ATL,C,70,3,1237,4.9,9.8,0.504,1.3,3.2,0.418,3.6,6.6,0.546,0.573,1.4,1.9,0.766,2.2,4.8,7.0,2.8,0.9,1.2,1.6,2.8,12.7
No,Larry Nance Jr.,nancela02,2017,NBA,24,LAL,PF,63,7,1442,4.7,9.0,0.526,0.2,0.9,0.278,4.5,8.1,0.554,0.540,1.5,2.0,0.738,3.0,6.2,9.2,2.4,2.0,1.0,1.4,3.7,11.2
No,Shabazz Napier,napiesh01,2017,NBA,25,POR,PG,53,2,512,5.1,12.9,0.399,2.4,6.5,0.370,2.7,6.4,0.429,0.492,2.7,3.4,0.776,0.6,3.7,4.3,4.7,2.3,0.1,2.9,2.7,15.3
No,Maurice Ndour,ndourma01,2017,NBA,24,NYK,PF,32,4,331,4.2,9.4,0.453,0.1,0.8,0.143,4.1,8.6,0.481,0.459,2.1,2.8,0.731,2.4,4.6,7.0,0.9,1.6,0.9,1.3,3.3,10.7
No,Gary Neal,nealga01,2017,NBA,32,ATL,SG,2,0,18,0.0,14.0,0.000,0.0,4.0,0.000,0.0,10.0,0.000,0.000,8.0,8.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,8.0
No,Jameer Nelson,nelsoja01,2017,NBA,34,DEN,PG,75,39,2045,4.7,10.6,0.444,1.9,4.8,0.388,2.9,5.8,0.489,0.531,0.8,1.1,0.714,0.5,2.9,3.4,6.8,1.0,0.1,2.3,3.5,12.1
No,Raul Neto,netora01,2017,NBA,24,UTA,PG,40,0,346,4.3,9.5,0.451,1.0,3.2,0.323,3.2,6.2,0.517,0.505,0.8,0.9,0.889,0.4,2.7,3.1,3.5,2.2,0.5,1.6,5.0,10.4
No,Georges Niang,niangge01,2017,NBA,23,IND,PF,23,0,93,3.5,13.9,0.250,0.4,4.6,0.083,3.1,9.3,0.333,0.264,0.8,0.8,1.000,0.8,5.8,6.6,1.9,1.2,0.0,1.9,2.3,8.1
No,Andrew Nicholson,nichoan01,2017,NBA,27,2TM,PF,38,0,342,4.5,11.7,0.387,0.5,2.8,0.185,4.0,8.8,0.452,0.410,0.9,1.5,0.643,1.6,4.8,6.4,1.1,1.7,0.6,1.8,5.8,10.5
No,Andrew Nicholson,nichoan01,2017,NBA,27,WAS,PF,28,0,231,4.7,12.0,0.390,0.5,2.5,0.188,4.2,9.5,0.443,0.409,1.1,1.9,0.583,1.7,3.6,5.3,1.1,1.7,0.9,1.7,5.8,10.9
No,Andrew Nicholson,nichoan01,2017,NBA,27,BRK,PF,10,0,111,4.2,11.0,0.382,0.6,3.6,0.182,3.6,7.5,0.478,0.412,0.6,0.6,1.000,1.3,7.5,8.8,1.0,1.6,0.0,1.9,5.8,9.7
No,Joakim Noah,noahjo01,2017,NBA,31,NYK,C,46,46,1015,3.5,7.2,0.490,0.0,0.0,0.000,3.5,7.1,0.493,0.490,1.2,2.8,0.436,5.7,8.5,14.3,3.7,1.1,1.3,2.1,4.5,8.2
No,Nerlens Noel,noelne01,2017,NBA,22,2TM,C,51,19,1047,6.3,10.6,0.595,0.0,0.0,0.000,6.3,10.6,0.597,0.595,2.6,3.8,0.694,3.2,6.9,10.1,1.7,2.2,1.7,1.8,4.3,15.3
No,Nerlens Noel,noelne01,2017,NBA,22,PHI,C,29,7,564,6.8,11.2,0.611,0.0,0.1,0.000,6.8,11.1,0.615,0.611,2.7,4.0,0.683,2.9,6.3,9.2,1.9,2.7,1.7,1.9,4.5,16.4
No,Nerlens Noel,noelne01,2017,NBA,22,DAL,C,22,12,483,5.7,10.0,0.575,0.0,0.0,,5.7,10.0,0.575,0.575,2.5,3.6,0.708,3.5,7.7,11.2,1.5,1.6,1.8,1.6,4.1,14.0
No,Lucas Nogueira,noguelu01,2017,NBA,24,TOR,C,57,6,1088,3.4,5.2,0.660,0.1,0.4,0.250,3.3,4.8,0.694,0.670,1.5,2.2,0.657,2.7,5.4,8.1,1.4,1.7,2.9,1.5,4.5,8.4
No,Steve Novak,novakst01,2017,NBA,33,MIL,PF,8,0,22,3.3,11.5,0.286,1.6,9.8,0.167,1.6,1.6,1.000,0.357,0.0,0.0,,0.0,4.9,4.9,0.0,0.0,0.0,0.0,1.6,8.2
No,Dirk Nowitzki,nowitdi01,2017,NBA,38,DAL,PF,54,54,1424,7.5,17.1,0.437,2.0,5.3,0.378,5.5,11.9,0.463,0.495,2.5,2.8,0.875,0.6,8.3,8.9,2.1,0.8,1.0,1.3,2.9,19.4
No,Jusuf Nurkić,nurkiju01,2017,NBA,22,2TM,C,65,48,1391,7.0,13.8,0.507,0.0,0.0,0.000,7.0,13.8,0.508,0.507,3.1,5.4,0.571,4.0,8.1,12.1,3.2,1.3,1.9,3.7,4.2,17.1
No,Jusuf Nurkić,nurkiju01,2017,NBA,22,DEN,C,45,29,807,6.7,13.3,0.507,0.0,0.0,,6.7,13.3,0.507,0.507,2.5,5.0,0.496,4.0,7.6,11.6,2.7,1.1,1.6,3.6,3.9,16.0
No,Jusuf Nurkić,nurkiju01,2017,NBA,22,POR,C,20,19,584,7.4,14.5,0.508,0.0,0.1,0.000,7.4,14.5,0.511,0.508,3.9,6.0,0.660,4.0,8.8,12.8,3.9,1.5,2.3,3.8,4.5,18.7
No,David Nwaba,nwabada01,2017,NBA,24,LAL,SG,20,2,397,4.3,7.3,0.580,0.1,0.5,0.200,4.2,6.9,0.605,0.586,2.3,3.5,0.641,1.5,4.2,5.7,1.3,1.2,0.6,1.0,3.3,10.9
No,Johnny O'Bryant,obryajo01,2017,NBA,23,2TM,PF,11,0,80,6.8,13.5,0.500,1.4,2.7,0.500,5.4,10.8,0.500,0.550,2.3,2.7,0.833,4.1,4.5,8.6,2.7,0.0,0.5,2.7,4.5,17.1
No,Johnny O'Bryant,obryajo01,2017,NBA,23,DEN,PF,7,0,46,5.5,11.7,0.467,1.6,2.3,0.667,3.9,9.4,0.417,0.533,3.1,3.1,1.000,3.9,4.7,8.6,1.6,0.0,0.8,2.3,3.1,15.7
No,Johnny O'Bryant,obryajo01,2017,NBA,23,CHO,PF,4,0,34,8.5,15.9,0.533,1.1,3.2,0.333,7.4,12.7,0.583,0.567,1.1,2.1,0.500,4.2,4.2,8.5,4.2,0.0,0.0,3.2,6.4,19.1
No,Daniel Ochefu,ochefda01,2017,NBA,23,WAS,C,19,0,75,5.8,13.0,0.444,0.0,0.0,,5.8,13.0,0.444,0.444,0.0,1.0,0.000,2.4,8.2,10.6,1.4,1.0,0.0,1.4,8.2,11.5
No,Jahlil Okafor,okafoja01,2017,NBA,21,PHI,C,50,33,1134,7.7,15.0,0.514,0.0,0.0,,7.7,15.0,0.514,0.514,3.4,5.0,0.671,2.6,5.0,7.6,1.8,0.6,1.6,2.9,3.9,18.7
No,Victor Oladipo,oladivi01,2017,NBA,24,OKC,SG,67,67,2222,6.7,15.1,0.442,2.1,5.7,0.361,4.6,9.4,0.491,0.510,1.9,2.5,0.753,0.6,4.1,4.7,2.9,1.3,0.3,1.9,2.5,17.3
No,Kelly Olynyk,olynyke01,2017,NBA,25,BOS,C,75,6,1538,6.1,11.9,0.512,1.6,4.5,0.354,4.5,7.4,0.608,0.579,2.1,2.9,0.732,1.7,6.7,8.4,3.5,1.0,0.7,2.2,4.8,15.9
No,Arinze Onuaku,onuakar01,2017,NBA,29,ORL,C,8,0,28,2.6,5.1,0.500,0.0,0.0,,2.6,5.1,0.500,0.500,0.0,0.0,,2.6,5.1,7.7,2.6,0.0,1.3,2.6,3.9,5.1
No,Chinanu Onuaku,onuakch01,2017,NBA,20,HOU,C,5,1,52,3.5,4.8,0.714,0.0,0.0,,3.5,4.8,0.714,0.714,2.8,2.8,1.000,1.4,5.5,6.9,2.1,2.1,0.7,2.8,4.2,9.7
No,Kyle O'Quinn,oquinky01,2017,NBA,26,NYK,C,79,8,1229,6.3,12.1,0.521,0.1,0.5,0.118,6.2,11.6,0.538,0.523,1.9,2.4,0.771,4.6,8.3,12.9,3.4,1.1,3.0,2.2,5.1,14.5
No,Kelly Oubre Jr.,oubreke01,2017,NBA,21,WAS,SF,79,5,1605,4.2,9.9,0.421,1.2,4.2,0.287,3.0,5.7,0.520,0.482,1.7,2.2,0.758,1.4,4.5,5.9,1.1,1.3,0.4,1.1,4.4,11.2
No,Zaza Pachulia,pachuza01,2017,NBA,32,GSW,C,70,70,1268,4.7,8.7,0.534,0.0,0.1,0.000,4.7,8.7,0.538,0.534,2.8,3.6,0.778,4.0,7.7,11.6,3.7,1.7,0.9,2.5,4.7,12.1
No,Georgios Papagiannis,papagge01,2017,NBA,19,SAC,C,22,0,355,5.7,10.3,0.549,0.0,0.2,0.000,5.7,10.1,0.560,0.549,1.2,1.4,0.857,2.4,6.3,8.7,2.0,0.3,1.7,2.4,4.5,12.6
No,Jabari Parker,parkeja01,2017,NBA,21,MIL,PF,51,50,1728,8.3,17.0,0.490,1.4,3.7,0.365,7.0,13.2,0.525,0.530,3.4,4.5,0.743,1.6,4.9,6.5,3.0,1.0,0.5,1.9,2.3,21.4
No,Tony Parker,parketo01,2017,NBA,34,SAS,PG,63,63,1587,6.0,12.9,0.466,0.5,1.6,0.333,5.5,11.3,0.484,0.486,1.9,2.7,0.726,0.2,2.4,2.6,6.5,0.8,0.0,2.0,2.1,14.5
No,Chandler Parsons,parsoch01,2017,NBA,28,MEM,SF,34,34,675,4.0,11.8,0.338,1.3,5.0,0.269,2.7,6.9,0.388,0.394,1.9,2.3,0.814,0.3,4.2,4.5,2.9,1.1,0.3,1.3,2.8,11.2
No,Lamar Patterson,pattela01,2017,NBA,25,ATL,SG,5,0,40,2.7,13.5,0.200,0.9,5.4,0.167,1.8,8.1,0.222,0.233,1.8,2.7,0.667,0.9,5.4,6.3,5.4,0.9,0.0,3.6,5.4,8.1
No,Patrick Patterson,pattepa01,2017,NBA,27,TOR,PF,65,8,1599,3.5,8.6,0.401,2.1,5.7,0.372,1.4,2.9,0.458,0.523,1.0,1.4,0.717,1.4,5.2,6.6,1.7,0.9,0.5,0.9,2.7,10.0
No,Chris Paul,paulch01,2017,NBA,31,LAC,PG,61,61,1921,7.0,14.7,0.476,2.3,5.7,0.411,4.7,9.1,0.518,0.555,4.3,4.9,0.892,0.7,4.9,5.7,10.6,2.2,0.1,2.8,2.7,20.7
No,Adreian Payne,paynead01,2017,NBA,25,MIN,PF,18,0,135,6.1,14.4,0.426,0.8,4.0,0.200,5.3,10.4,0.513,0.454,3.7,5.1,0.737,2.4,6.4,8.8,1.9,2.1,1.9,2.1,8.5,16.8
No,Cameron Payne,payneca01,2017,NBA,22,2TM,PG,31,0,462,5.0,15.0,0.332,2.1,6.7,0.314,2.9,8.3,0.346,0.402,0.4,0.6,0.625,0.2,3.5,3.7,4.3,1.1,0.3,2.3,4.1,12.5
No,Cameron Payne,payneca01,2017,NBA,22,OKC,PG,20,0,320,4.8,14.6,0.331,1.8,5.9,0.308,3.0,8.8,0.346,0.392,0.5,0.5,1.000,0.2,3.3,3.5,4.5,1.1,0.5,1.8,4.3,11.9
No,Cameron Payne,payneca01,2017,NBA,22,CHI,PG,11,0,142,5.3,16.0,0.333,2.8,8.6,0.324,2.5,7.4,0.345,0.421,0.3,1.0,0.250,0.3,4.1,4.3,3.8,1.0,0.0,3.3,3.5,13.7
No,Elfrid Payton,paytoel01,2017,NBA,22,ORL,PG,82,58,2412,6.4,13.6,0.471,0.6,2.2,0.274,5.8,11.4,0.509,0.493,2.2,3.1,0.692,1.3,4.4,5.8,7.9,1.3,0.6,2.7,2.6,15.6
No,Gary Payton II,paytoga02,2017,NBA,24,MIL,PG,6,0,99,2.9,8.0,0.364,0.4,3.3,0.111,2.5,4.7,0.538,0.386,1.1,1.8,0.600,0.0,4.4,4.4,4.7,1.1,1.5,3.6,3.3,7.3
No,Paul Pierce,piercpa01,2017,NBA,39,LAC,SF,25,7,277,3.6,9.1,0.400,1.9,5.6,0.349,1.7,3.5,0.481,0.507,1.3,1.7,0.769,0.1,6.1,6.2,1.3,0.5,0.6,2.1,5.2,10.5
No,Mason Plumlee,plumlma01,2017,NBA,26,2TM,C,81,64,2148,5.6,10.4,0.536,0.0,0.1,0.000,5.6,10.3,0.541,0.536,2.9,5.0,0.580,2.8,7.3,10.1,4.8,1.2,1.5,2.2,3.8,14.1
No,Mason Plumlee,plumlma01,2017,NBA,26,POR,C,54,54,1516,5.6,10.5,0.532,0.0,0.1,0.000,5.6,10.4,0.538,0.532,3.0,5.3,0.567,2.8,7.4,10.3,5.1,1.2,1.5,2.1,3.5,14.2
No,Mason Plumlee,plumlma01,2017,NBA,26,DEN,C,27,10,632,5.6,10.3,0.547,0.0,0.1,0.000,5.6,10.3,0.550,0.547,2.7,4.3,0.618,2.8,7.0,9.9,4.0,1.1,1.7,2.6,4.4,14.0
No,Marshall Plumlee,plumlma02,2017,NBA,24,NYK,C,21,1,170,3.4,6.4,0.533,0.0,0.0,,3.4,6.4,0.533,0.533,1.7,4.0,0.421,4.9,5.9,10.8,2.1,0.8,0.8,2.5,4.9,8.5
No,Miles Plumlee,plumlmi01,2017,NBA,28,2TM,C,45,12,484,3.3,6.8,0.478,0.0,0.0,,3.3,6.8,0.478,0.478,1.9,2.9,0.641,2.8,4.2,7.1,1.6,1.3,1.0,2.2,5.4,8.4
No,Miles Plumlee,plumlmi01,2017,NBA,28,MIL,C,32,12,310,3.5,7.9,0.441,0.0,0.0,,3.5,7.9,0.441,0.441,2.6,4.1,0.629,2.7,3.5,6.2,2.1,1.3,1.0,2.6,5.6,9.5
No,Miles Plumlee,plumlmi01,2017,NBA,28,CHO,C,13,0,174,2.9,5.0,0.583,0.0,0.0,,2.9,5.0,0.583,0.583,0.6,0.8,0.750,3.1,5.6,8.7,0.6,1.4,0.8,1.7,5.2,6.4
No,Jakob Poeltl,poeltja01,2017,NBA,21,TOR,C,54,4,626,3.9,6.6,0.583,0.0,0.0,,3.9,6.6,0.583,0.583,1.8,3.3,0.544,4.5,5.0,9.5,0.7,1.0,1.2,1.7,6.5,9.5
No,Otto Porter Jr.,porteot01,2017,NBA,23,WAS,SF,80,80,2605,5.7,11.1,0.516,2.0,4.7,0.434,3.7,6.4,0.576,0.608,1.4,1.6,0.832,1.6,5.5,7.1,1.7,1.6,0.6,0.6,2.7,14.9
No,Bobby Portis,portibo01,2017,NBA,21,CHI,PF,64,13,1000,6.6,13.5,0.488,1.2,3.5,0.333,5.4,10.0,0.541,0.531,1.4,2.1,0.661,2.7,8.0,10.7,1.3,0.6,0.4,1.3,3.4,15.7
No,Kristaps Porziņģis,porzikr01,2017,NBA,21,NYK,PF,66,65,2164,7.4,16.4,0.450,1.9,5.2,0.357,5.5,11.2,0.493,0.507,3.3,4.2,0.786,1.8,6.1,7.9,1.6,0.8,2.1,2.0,4.1,19.9
No,Dwight Powell,poweldw01,2017,NBA,25,DAL,C,77,3,1333,5.2,10.2,0.515,0.6,2.0,0.284,4.7,8.2,0.571,0.542,2.9,3.8,0.759,2.5,5.8,8.3,1.3,1.6,1.1,0.9,3.6,13.9
No,Norman Powell,powelno01,2017,NBA,23,TOR,SG,76,18,1368,6.0,13.3,0.449,1.5,4.6,0.324,4.5,8.8,0.514,0.504,3.3,4.2,0.792,0.7,3.8,4.4,2.2,1.4,0.4,1.8,3.3,16.7
No,Alex Poythress,poythal01,2017,NBA,23,PHI,PF,6,1,157,5.7,12.4,0.463,1.4,4.4,0.316,4.4,8.0,0.543,0.519,1.8,2.3,0.800,2.5,4.1,6.6,1.1,0.7,0.5,0.7,3.2,14.7
No,Ronnie Price,pricero01,2017,NBA,33,PHO,PG,14,0,134,1.1,6.4,0.167,0.8,4.6,0.176,0.3,1.9,0.143,0.229,0.8,1.1,0.750,0.8,2.1,3.0,4.8,3.0,0.3,0.8,3.8,3.8
No,Taurean Prince,princta02,2017,NBA,22,ATL,SF,59,10,981,4.2,10.5,0.400,1.2,3.7,0.324,3.0,6.7,0.443,0.458,2.7,3.4,0.787,0.9,4.8,5.8,2.0,1.6,1.0,2.2,3.5,12.3
No,Tim Quarterman,quartti01,2017,NBA,22,POR,SG,16,0,80,5.9,13.1,0.448,2.3,5.9,0.385,3.6,7.2,0.500,0.534,0.0,1.4,0.000,1.8,4.5,6.3,5.0,0.9,1.4,5.0,2.7,14.0
No,Chasson Randle,randlch01,2017,NBA,23,2TM,PG,26,0,299,4.8,11.8,0.408,1.9,5.7,0.340,2.9,6.1,0.471,0.490,4.9,5.2,0.953,0.7,3.1,3.9,4.1,1.1,0.2,2.3,4.7,16.5
No,Chasson Randle,randlch01,2017,NBA,23,PHI,PG,8,0,74,5.8,12.6,0.462,2.9,7.3,0.400,2.9,5.4,0.545,0.577,5.8,5.8,1.000,0.0,2.4,2.4,2.9,1.5,0.5,1.5,5.4,20.4
No,Chasson Randle,randlch01,2017,NBA,23,NYK,PG,18,0,225,4.5,11.5,0.389,1.6,5.1,0.313,2.9,6.4,0.450,0.458,4.6,5.0,0.935,1.0,3.4,4.3,4.5,1.0,0.2,2.6,4.5,15.2
No,Julius Randle,randlju01,2017,NBA,22,LAL,PF,74,73,2132,6.4,13.1,0.488,0.3,1.1,0.270,6.1,12.0,0.507,0.499,3.4,4.8,0.723,2.5,8.2,10.7,4.5,0.8,0.6,2.9,4.2,16.5
No,Zach Randolph,randoza01,2017,NBA,35,MEM,PF,73,5,1786,8.7,19.4,0.449,0.4,1.9,0.223,8.3,17.5,0.474,0.460,2.8,3.9,0.731,3.7,8.4,12.1,2.5,0.8,0.2,2.0,2.7,20.7
No,JJ Redick,redicjj01,2017,NBA,32,LAC,SG,78,78,2198,6.5,14.6,0.445,3.3,7.7,0.429,3.2,6.9,0.462,0.558,2.9,3.3,0.891,0.2,2.6,2.8,1.8,0.9,0.2,1.6,2.0,19.2
No,Willie Reed,reedwi02,2017,NBA,26,MIA,C,71,5,1031,5.7,10.0,0.568,0.0,0.1,0.250,5.6,9.8,0.573,0.570,1.7,3.1,0.557,4.5,7.1,11.6,0.9,0.6,1.6,1.1,4.8,13.1
No,Josh Richardson,richajo01,2017,NBA,23,MIA,SG,53,34,1614,4.5,11.4,0.394,1.7,5.1,0.330,2.8,6.4,0.444,0.467,1.3,1.7,0.779,0.8,3.0,3.7,3.1,1.3,0.9,1.4,2.9,12.0
No,Malachi Richardson,richama01,2017,NBA,21,SAC,SG,22,0,198,5.1,12.4,0.412,1.5,5.1,0.286,3.6,7.3,0.500,0.471,2.7,3.5,0.789,0.5,3.6,4.2,2.0,0.9,0.2,1.5,4.2,14.4
No,Austin Rivers,riverau01,2017,NBA,24,LAC,SG,74,29,2054,5.7,12.8,0.442,1.9,5.2,0.371,3.7,7.6,0.491,0.518,2.3,3.3,0.691,0.4,2.5,2.8,3.6,0.8,0.2,2.0,3.3,15.6
No,Andre Roberson,roberan03,2017,NBA,25,OKC,SF,79,79,2376,3.3,7.0,0.464,0.7,2.8,0.245,2.6,4.2,0.609,0.513,0.7,1.7,0.423,1.5,4.6,6.1,1.2,1.4,1.2,0.8,3.1,7.9
No,Brian Roberts,roberbr01,2017,NBA,31,CHO,PG,41,2,416,4.0,10.6,0.377,1.5,3.8,0.386,2.5,6.8,0.372,0.447,2.9,3.4,0.846,0.4,2.9,3.4,4.5,0.8,0.1,2.3,1.6,12.3
No,Glenn Robinson III,robingl02,2017,NBA,23,IND,SF,69,27,1427,4.0,8.5,0.467,1.2,3.2,0.392,2.7,5.4,0.512,0.540,1.4,1.9,0.711,1.4,4.8,6.2,1.2,1.0,0.5,0.9,1.6,10.6
No,Thomas Robinson,robinth01,2017,NBA,25,LAL,PF,48,1,560,6.8,12.6,0.536,0.0,0.1,0.000,6.8,12.5,0.538,0.536,2.0,4.2,0.470,5.4,8.9,14.3,2.0,1.7,0.6,3.0,4.9,15.5
No,Sergio Rodríguez,rodrise01,2017,NBA,30,PHI,PG,68,30,1518,5.0,12.7,0.392,2.2,6.0,0.365,2.8,6.7,0.415,0.478,0.4,0.6,0.667,0.5,3.2,3.7,8.2,1.2,0.1,3.0,2.3,12.6
No,Rajon Rondo,rondora01,2017,NBA,30,CHI,PG,69,42,1843,4.5,11.0,0.408,1.0,2.6,0.376,3.5,8.4,0.418,0.453,0.6,1.0,0.600,1.4,5.5,6.9,9.0,1.9,0.2,3.3,2.8,10.5
No,Derrick Rose,rosede01,2017,NBA,28,NYK,PG,64,64,2082,8.0,16.9,0.471,0.2,1.0,0.217,7.7,15.9,0.487,0.477,3.8,4.4,0.874,1.1,3.1,4.3,4.9,0.8,0.3,2.5,1.5,20.0
No,Terrence Ross,rosste01,2017,NBA,25,2TM,SF,78,24,1955,6.0,13.7,0.437,2.6,7.2,0.363,3.4,6.5,0.518,0.532,1.2,1.4,0.831,0.3,3.5,3.8,1.6,1.6,0.6,1.3,2.6,15.8
No,Terrence Ross,rosste01,2017,NBA,25,TOR,SF,54,0,1207,6.3,14.3,0.441,2.9,7.6,0.375,3.4,6.7,0.516,0.541,1.2,1.5,0.820,0.4,3.7,4.1,1.3,1.6,0.6,1.0,2.4,16.7
No,Terrence Ross,rosste01,2017,NBA,25,ORL,SF,24,24,748,5.5,12.9,0.431,2.2,6.5,0.341,3.3,6.4,0.523,0.517,1.1,1.3,0.852,0.2,3.1,3.3,2.1,1.6,0.6,1.7,2.9,14.4
No,Terry Rozier,roziete01,2017,NBA,22,BOS,PG,74,0,1263,4.3,11.7,0.367,1.6,5.1,0.318,2.7,6.6,0.405,0.437,1.5,1.9,0.773,1.1,5.3,6.5,3.7,1.3,0.3,1.3,2.0,11.7
No,Ricky Rubio,rubiori01,2017,NBA,26,MIN,PG,75,75,2469,3.8,9.5,0.402,0.9,2.9,0.306,2.9,6.6,0.443,0.448,3.7,4.2,0.891,1.0,3.5,4.4,9.9,1.9,0.1,2.8,2.9,12.2
No,Damjan Rudež,rudezda01,2017,NBA,30,ORL,SF,45,0,314,3.6,10.1,0.352,2.3,7.3,0.313,1.3,2.8,0.458,0.466,0.0,0.0,,0.6,2.3,2.9,2.3,1.4,0.1,1.0,3.6,9.4
No,Brandon Rush,rushbr01,2017,NBA,31,MIN,SG,47,33,1030,2.4,6.5,0.374,1.5,4.0,0.386,0.9,2.6,0.356,0.492,0.5,0.6,0.722,0.6,2.9,3.5,1.6,0.8,0.8,1.0,1.5,6.9
No,D'Angelo Russell,russeda01,2017,NBA,20,LAL,PG,63,60,1811,7.0,17.2,0.405,2.7,7.6,0.352,4.3,9.6,0.447,0.483,2.9,3.7,0.782,0.6,3.8,4.4,6.0,1.7,0.3,3.5,2.6,19.6
No,Domantas Sabonis,sabondo01,2017,NBA,20,OKC,PF,81,66,1632,4.2,10.6,0.399,1.1,3.5,0.321,3.1,7.1,0.438,0.452,1.0,1.5,0.657,1.0,5.3,6.4,1.8,0.9,0.7,1.8,4.4,10.6
No,Larry Sanders,sandela01,2017,NBA,28,CLE,C,5,0,13,2.8,11.1,0.250,0.0,0.0,,2.8,11.1,0.250,0.250,5.5,5.5,1.000,8.3,2.8,11.1,0.0,2.8,2.8,5.5,13.8,11.1
No,Dario Šarić,saricda01,2017,NBA,22,PHI,PF,81,36,2129,6.4,15.7,0.411,1.8,5.8,0.311,4.7,9.9,0.469,0.468,2.9,3.7,0.782,1.9,6.8,8.7,3.1,1.0,0.5,3.1,2.7,17.6
No,Tomáš Satoranský,satorto01,2017,NBA,25,WAS,SG,57,3,719,3.1,7.4,0.415,0.5,1.9,0.243,2.6,5.5,0.473,0.446,1.2,1.7,0.697,1.3,2.9,4.2,4.6,1.3,0.3,1.9,3.0,7.7
No,Dennis Schröder,schrode01,2017,NBA,23,ATL,PG,79,78,2485,7.9,17.6,0.451,1.4,4.3,0.340,6.5,13.3,0.487,0.493,3.2,3.7,0.855,0.6,3.0,3.6,7.2,1.1,0.2,3.7,2.2,20.5
No,Luis Scola,scolalu01,2017,NBA,36,BRK,PF,36,1,461,5.5,11.8,0.470,1.3,3.9,0.340,4.2,7.9,0.535,0.526,2.0,2.9,0.676,4.0,6.9,10.9,2.9,1.1,0.3,2.7,4.9,14.4
